hospital_name,district,upazila,latitude,longitude,category,contact
Isami Bank Hospital Motijheel,Dhaka,Motijheel,23.732,90.418,Premium,
Islamia Eye Hospital,Dhaka,Farmgate,23.758,90.388,Premium,
Islami Bank Hospital Mugda,Dhaka,Mugda Para,23.728,90.432,Premium,
Jahanara Clinic,Gopalganj,Gopalganj Sadar,23.002,89.822,Private,
JAHERA GENERAL HOSPITAL,Tangail,Madhupur,24.615,90.025,Private,
JALALPUR CLINIC,Tangail,Bhuapur,24.455,89.865,Private,
JAMUNA-D-LAB,Faridpur,Bhanga,23.382,89.972,Private,
JAMURKI MODERN CLINIC & DIAGNOSTIC CENTRE,Tangail,Mirzapur,24.115,89.995,Private,
Janakallyan X-Ray & Pathology Center,Manikganj,Manikganj Sadar,23.862,89.998,Private,
KADAMTALI GENERAL HOSPITAL,Narayanganj,Narayanganj Sadar,23.685,90.505,Private,
KADOMTOLI GENERAL HOSPITAL,Dhaka,Keraniganj,23.682,90.355,Private,
KAJIRHAT DIAGNOSTIC CENTER,Shariatpur,Zanjira,23.415,90.285,Private,
KALAMRIDHA ISLAMIA DIAGNOSTIC CENTER,Faridpur,Bhanga,23.365,89.955,Private,
Kaliakair General Hospital,Gazipur,Kaliakair,24.005,90.225,Private,
Kaliganj General Hospital,Gazipur,Kaliganj,23.925,90.585,Private,
Kalima Diagnostic Center,Dhaka,Savar,23.848,90.255,Private,
Kallyani Hospital,Manikganj,Manikganj Sadar,23.858,89.992,Private,
Kamalapur General Hospital,Faridpur,Faridpur Sadar,23.615,89.835,Private,
Kamrangir Char General Hospital,Dhaka,Kamrangir Char,23.712,90.362,Government,
Karimganj Digital Diagnostic Center,Kishoreganj,Karimganj,24.452,90.882,Private,
Katia Diagnostic Center,Kishoreganj,Katiadi,24.255,90.795,Private,
Kazi Lab,Narayanganj,Narayanganj Sadar,23.622,90.492,Private,
KC Hospital & Diagnostic Center,Dhaka,Uttara Paschim,23.882,90.392,Private,
Kerala Medical Center,Dhaka,Mohammadpur,23.762,90.352,Private,
Keraniganj Model Hospital,Dhaka,Keraniganj,23.685,90.342,Private,
Khidmah Diagnostic Center Faridpur,Faridpur,Faridpur Sadar,23.602,89.848,Private,
Khidmah Eye Hospital ltd.,Dhaka,Khilgaon,23.752,90.428,Private,
Khidmah Hospital (Pvt) Ltd.,Dhaka,Khilgaon,23.752,90.428,Premium,
KHIDMAH PHARMA & DIAGNOSTIC,Gazipur,Gazipur Sadar,24.008,90.428,Private,
Khidmah Specialized Hospital,Tangail,Tangail Sadar,24.242,89.928,Private,
KHILGAON GENERAL HOSPITAL,Dhaka,Khilgaon,23.755,90.425,Private,
Khilkhet Central Hospital,Dhaka,Khilkhet,23.835,90.425,Private,
Kishoreganj Eye Hospital,Kishoreganj,Kishoreganj Sadar,24.432,90.788,Private,
Konapara General Hospital,Dhaka,Jatrabari,23.705,90.462,Private,
Kotalipara Nursing Home,Gopalganj,Kotalipara,23.002,89.982,Private,
Labaid Cancer Hospital and Super Speciality Center,Dhaka,Dhanmondi,23.742,90.372,Premium,
Labaid Specialized Hospital,Dhaka,Dhanmondi,23.745,90.375,Premium,
Lake View Clinic,Dhaka,Banani,23.795,90.405,Private,
Lalbagh Hospital,Dhaka,Lalbagh,23.715,90.385,Private,
Lalmatia Hospital Ltd,Dhaka,Mohammadpur,23.755,90.365,Private,
Liberty Specialized Hospital,Dhaka,Mohammadpur,23.765,90.365,Private,
Life Line Medical Services Ltd,Dhaka,Banani,23.775,90.402,Private,
LIFE SAVE MENTAL HOSPITAL,Dhaka,Keraniganj,23.702,90.335,Private,
Life Saver Diagnostic Center,Dhaka,Turag,23.892,90.362,Private,
LIFE TRUST DIAGNOSTIC LTD.,Dhaka,Mirpur,23.822,90.395,Private,
Lions Eye Hospital,Dhaka,Agargaon,23.775,90.375,Premium,
LOOHAJANG DIAGNOSTIC CENTER,Munshiganj,Lohajang,23.475,90.285,Private,
Lubana General Hospital,Dhaka,Uttara Purba,23.872,90.402,Premium,
Maa o Shishu Hospital & Diagnostic Center,Gazipur,Gazipur Sadar,24.045,90.425,Private,
Maa O`Shisho General Hospital,Kishoreganj,Bhairab,24.045,90.985,Private,
Maa Pathological Laboratory,Kishoreganj,Hossainpur,24.418,90.662,Private,
MAA SURGICAL CLINIC AND DIAGNOSTIC CENTER,Faridpur,Boalmari,23.385,89.725,Private,
Madaripur 250 Bed General Hospital,Madaripur,Madaripur Sadar,23.165,90.215,Government,
Madaripur Charity Hospital,Madaripur,Madaripur Sadar,23.162,90.212,Private,
Madhukhali General Hospital,Faridpur,Madhukhali,23.542,89.672,Private,
Madhupur General Hospital,Tangail,Madhupur,24.612,90.022,Private,
Marie Stopes Premimum Maternity Clinic,Dhaka,Mirpur,23.815,90.365,Premium,
Marie Stopes Premium Maternity Clinic,Dhaka,Dhanmondi,23.742,90.365,Premium,
Marine Health Care Pvt. Ltd.,Dhaka,Khilkhet,23.832,90.418,Private,
Matuail Child & Mother Health Institute,Dhaka,Jatrabari,23.702,90.462,Government,
Maona General Hospital,Gazipur,Sreepur,24.025,90.415,Private,
Medicare Hospital,Tangail,Tangail Sadar,24.252,89.918,Private,
MEDICO SPECIALIZED DIAGNOSTIC AND CONSULTATION CENTER,Kishoreganj,Kishoreganj Sadar,24.415,90.795,Private,
Medicure Hospital & Diagnostic Lab,Faridpur,Madhukhali,23.548,89.678,Private,
Medicus Diagnostic And Consultation Center,Dhaka,Rampura,23.738,90.415,Private,
Medinova Medical Services Ltd,Dhaka,Dhanmondi,23.742,90.372,Premium,
MEDIPATH DIAGNOSTIC CENTER,Kishoreganj,Kishoreganj Sadar,24.435,90.785,Private,
Mediscan Diagnostic Center,Dhaka,Kalabagan,23.748,90.382,Private,
MEGHNA DIAGNOSTIC CENTER,Shariatpur,Bhedarganj,23.195,90.485,Private,
Meghna General Hospital,Kishoreganj,Bhairab,24.048,90.982,Private,
MEGHNA GENERAL HOSPITAL LTD.,Dhaka,Kotwali,23.722,90.395,Private,
Meherpur Eye Hospital,Manikganj,Manikganj Sadar,23.862,89.995,Private,
Metro Hospital & Diagnostic Center,Dhaka,Mohammadpur,23.755,90.368,Private,
Metropolitan Hospital,Dhaka,Mohakhali,23.778,90.405,Premium,
Mirpur General Hospital,Dhaka,Mirpur,23.805,90.355,Private,
Modern Clinic,Shariatpur,Bhedarganj,23.205,90.505,Private,
MODERN CLINIC,Munshiganj,Munshiganj Sadar,23.545,90.535,Private,
Modern Cure Hospital Ltd.,Dhaka,Jatrabari,23.702,90.455,Private,
Modern Diagnostic and Diabetic center,Kishoreganj,Bhairab,24.045,90.985,Private,
MODERN DIAGNOSTIC CENTER,Tangail,Gopalpur,24.558,89.928,Private,
MOHAKHALI MEDICAL CENTER,Dhaka,Gulshan,23.778,90.402,Private,
Mohammadpur Fertility Services & Training Centre,Dhaka,Mohammadpur,23.762,90.362,Government,
Mokshoda Nursing Home,Manikganj,Manikganj Sadar,23.865,89.992,Private,
Monira General Hospital,Dhaka,Sher-e-bangla Nagar,23.775,90.372,Private,
MonNiramoy Psychiatric Hospital,Dhaka,Mirpur,23.782,90.362,Private,
Monno Medical College Hospital,Manikganj,Manikganj Sadar,23.835,90.005,Premium,
MONOHARDI CENTRAL (PVT) HOSPITAL,Narsingdi,Manohardi,24.135,90.705,Private,
Mother & Child Care Hospital,Narsingdi,Narsingdi Sadar,23.922,90.718,Private,
Mugda Medical College & Hospital,Dhaka,Mugda Para,23.732,90.432,Government,
Munshiganj General Hospital,Munshiganj,Munshiganj Sadar,23.548,90.532,Government,
MUSCAT MEDICAL CENTER,Dhaka,Banani,23.788,90.402,Private,
Mustafiz Glaucoma Research and Eye Hospital,Dhaka,Mirpur,23.792,90.342,Premium,
Mycare Diagnostic and Consultation Center Ltd.,Dhaka,Badda,23.792,90.432,Private,
Nagarkanda General Hospital,Faridpur,Nagarkanda,23.415,89.895,Private,
Nahid Diagnostic Center,Dhaka,Tejgaon,23.755,90.392,Private,
National Heart Foundation Hospital & Research Institute,Dhaka,Mirpur,23.805,90.352,Premium,
NATIONAL MEDICAL CENTRE LIMITED,Dhaka,Bhatara,23.805,90.418,Private,
National Private Hospital,Faridpur,Sadarpur,23.475,90.035,Private,
Nawabgonj Eye Hospital limited,Dhaka,Nawabganj,23.665,90.155,Private,
Nawjor General Hospital,Gazipur,Gazipur Sadar,23.975,90.385,Private,
Neural Medical Center,Dhaka,Uttara Paschim,23.882,90.385,Private,
New Hope Clinic and Diagnostic Center,Dhaka,Savar,23.858,90.268,Private,
NEW IDEAL GENERAL HOSPITAL & D-LAB,Munshiganj,Serajdikhan,23.635,90.315,Private,
NEW ROG MUKTI GENERAL (PVT) HOSPITAL,Narsingdi,Narsingdi Sadar,23.921,90.711,Private,
NEW samrat general hospital,Narayanganj,Narayanganj Sadar,23.621,90.505,Private,
NIBEDITA SHISHU HOSPITAL,Dhaka,Wari,23.715,90.418,Private,
NIHR Specialized Hospital,Dhaka,Uttara Paschim,23.875,90.385,Premium,
NIKLI DIGITAL DIAGNOSTIC CENTER,Kishoreganj,Nikli,24.325,90.935,Private,
Noor Kidney Dialysis Hospital,Tangail,Tangail Sadar,24.252,89.925,Private,
Nova Medical Center,Dhaka,Paltan,23.735,90.412,Private,
Nuclear Medicine Service Center,Dhaka,Shahbagh,23.739,90.396,Government,
NURSING HOME & DIAGNOSTIC CENTER,Tangail,Sakhipur,24.315,90.175,Private,
Nurunnahar General Hospital,Narayanganj,Narayanganj Sadar,23.618,90.498,Private,
Obs & Gynae Care Centre,Dhaka,Mohammadpur,23.768,90.362,Private,
Ocean Hospital Ltd.,Dhaka,Savar,23.845,90.258,Private,
One Way Diagnostic & Consultation Center,Dhaka,Mirpur,23.812,90.358,Private,
Onko-Care Limited,Dhaka,Banani,23.792,90.408,Premium,
Open Heart Hospital,Dhaka,Savar,23.852,90.262,Premium,
Optimum Health Care,Dhaka,Bhatara,23.818,90.428,Private,
Orbital Eye Hospital,Dhaka,Uttara Purba,23.872,90.405,Private,
Orient Hospital Ltd.,Dhaka,Tejgaon,23.755,90.392,Private,
Oriental Hospital,Dhaka,Mirpur,23.802,90.352,Private,
Orthopedic Hospital and Diagnostic Center,Gazipur,Gazipur Sadar,23.998,90.425,Private,
Osmani Memorial Hospital,Kishoreganj,Kishoreganj Sadar,24.432,90.782,Private,
Pacific Hospital Ltd.,Dhaka,Tejgaon Ind. Area,23.765,90.402,Private,
Padma Diagnostic Centre Limited,Dhaka,Paltan,23.738,90.415,Premium,
Padma General Hospital Limited,Dhaka,Shahbagh,23.742,90.395,Private,
Paikpara General Hospital,Dhaka,Mirpur,23.788,90.348,Private,
Palli Shastha Seba,Tangail,Nagarpur,24.055,89.875,Private,
Paltan Diagnostic Center,Dhaka,Paltan,23.732,90.412,Private,
Pan Pacific Hospital,Dhaka,Shahbagh,23.745,90.392,Premium,
Papiya General Hospital,Munshiganj,Sreenagar,23.532,90.282,Private,
Paradise Diagnostic Center,Dhaka,Savar,23.858,90.268,Private,
Paramount Hospital Limited,Dhaka,Dhanmondi,23.748,90.372,Premium,
Parkview Hospital and Diagnostic,Dhaka,Uttara Paschim,23.882,90.388,Private,
Pathcare Diagnostic Center,Dhaka,Kalabagan,23.748,90.385,Private,
Pathology Consultation Center,Manikganj,Manikganj Sadar,23.865,89.995,Private,
Patience Care Hospital,Dhaka,Mirpur,23.805,90.362,Private,
Patient Aid Hospital,Dhaka,Jatrabari,23.708,90.455,Private,
Peace Hospital Ltd,Dhaka,Mohammadpur,23.762,90.358,Private,
Peak Diagnostic and Consultation Center,Dhaka,Badda,23.785,90.428,Private,
People`s Pathological Laboratory,Faridpur,Faridpur Sadar,23.605,89.842,Private,
People`s Specialized Hospital Ltd.,Dhaka,Shajahanpur,23.742,90.418,Private,
Perfect Care Hospital,Dhaka,Cantonment,23.825,90.392,Private,
Performance Diagnostic Center,Dhaka,Mirpur,23.815,90.368,Private,
Pioneer Diagnostic Center,Dhaka,Demra,23.712,90.465,Private,
PMP Hospital & Diagnostic Center,Dhaka,Keraniganj,23.682,90.342,Private,
Polash Specialized Hospital,Narsingdi,Palash,23.955,90.625,Private,
Popular Diagnostic Centre Ltd.,Dhaka,Dhanmondi,23.742,90.372,Premium,
Popular Diagnostic Centre Ltd.,Dhaka,Uttara Purba,23.872,90.402,Premium,
Popular Diagnostic Centre Ltd.,Dhaka,Shajahanpur,23.745,90.422,Premium,
Popular Diagnostic Centre Ltd.,Dhaka,English Road,23.715,90.405,Premium,
Popular Medical College Hospital,Dhaka,Dhanmondi,23.745,90.375,Premium,
Precision Diagnostic Center,Dhaka,Banani,23.795,90.405,Private,
Premier Diagnostic Center,Dhaka,Gulshan,23.785,90.415,Premium,
Premium Eye Hospital,Dhaka,Mirpur,23.808,90.362,Premium,
Prescription Point Limited,Dhaka,Banani,23.792,90.405,Premium,
Prime Diagnostic Center,Dhaka,Savar,23.925,90.285,Private,
Prime General Hospital,Narayanganj,Narayanganj Sadar,23.625,90.495,Private,
Pro-Active Medical College & Hospital,Narayanganj,Narayanganj Sadar,23.682,90.502,Premium,
Probe Diagnostic Limited,Dhaka,Dhanmondi,23.745,90.378,Premium,
Professional Diagnostic Center,Dhaka,Paltan,23.735,90.415,Private,
Progoti General Hospital,Gazipur,Sreepur,24.025,90.418,Private,
Promix Medical Center,Dhaka,Banani,23.788,90.402,Private,
Promortho Hospital,Dhaka,Mohammadpur,23.765,90.362,Private,
Pulse Diagnostic and Consultation,Dhaka,Badda,23.792,90.432,Private,
Purabi General Hospital,Dhaka,Pallabi,23.815,90.362,Private,
Quality Diagnostic Center,Dhaka,Khilgaon,23.752,90.422,Private,
Radiance Specialized Hospital,Dhaka,Mohammadpur,23.758,90.352,Private,
Rainbow Heart Consultation Center,Dhaka,Paltan,23.731,90.418,Private,
Rajdhani Hospital Limited,Dhaka,Sher-e-bangla Nagar,23.772,90.375,Private,
Rampura General Hospital,Dhaka,Rampura,23.762,90.422,Private,
Rapa Diagnostic Center,Dhaka,Dhanmondi,23.752,90.372,Private,
Recovery Medical Center,Dhaka,Cantonment,23.822,90.398,Private,
Red Crescent Holy Family Hospital,Dhaka,Eskaton,23.745,90.402,Premium,
Rehbar Diagnostic Center,Dhaka,Bangshal,23.718,90.402,Private,
Relief Hospital and Diagnostic Center,Dhaka,Savar,23.855,90.262,Private,
Reliance General Hospital,Dhaka,Mohakhali,23.778,90.402,Premium,
Renaissance Hospital and Medical Services,Dhaka,Dhanmondi,23.748,90.375,Premium,
Renal Care Diagnostic,Dhaka,Tejgaon,23.758,90.398,Private,
Resolutions Health Center,Dhaka,Banani,23.795,90.408,Private,
Response Diagnostic Center,Dhaka,Khilgaon,23.755,90.428,Private,
Rifat Diagnostic Center,Gopalganj,Gopalganj Sadar,23.008,89.825,Private,
Rising Hospital,Dhaka,Adabor,23.775,90.352,Private,
Riverside Hospital,Dhaka,Keraniganj,23.705,90.345,Private,
Riyadh Medical Center,Dhaka,Paltan,23.738,90.412,Private,
Rob Diagnostic and Consultation,Dhaka,Demra,23.708,90.462,Private,
Rosy Diagnostic Center,Dhaka,Mirpur,23.798,90.372,Private,
Royal Hospital and Research Center,Dhaka,Dhanmondi,23.742,90.378,Premium,
Rushmono General Hospital,Dhaka,Mogbazar,23.752,90.405,Premium,
S.A. Medical Center,Dhaka,Banani,23.792,90.402,Private,
Sabujbagh Central Hospital,Dhaka,Sabujbagh,23.738,90.435,Private,
Sadeq Diagnostic and Consultation,Dhaka,Jatrabari,23.705,90.452,Private,
Safe Hands Hospital,Dhaka,Uttara Purba,23.868,90.405,Private,
Safeway Diagnostic,Dhaka,Mohammadpur,23.762,90.355,Private,
Sagor Diagnostic Center,Dhaka,Savar,23.842,90.252,Private,
Saima General Hospital,Dhaka,Savar,23.852,90.268,Private,
Saitam Diagnostic,Dhaka,Dhanmondi,23.745,90.372,Private,
Sajida Hospital,Dhaka,Keraniganj,23.688,90.338,Private,
Sakhipur General Hospital,Tangail,Sakhipur,24.312,90.172,Private,
Salahuddin Specialized Hospital,Dhaka,Wari,23.715,90.418,Premium,
Salam Medical Center,Dhaka,Uttara Paschim,23.885,90.385,Private,
Salma Hospital and Diagnostic,Dhaka,Khilgaon,23.758,90.422,Private,
Samatat Hospital,Dhaka,Dhanmondi,23.742,90.375,Premium,
Samorita Hospital Limited,Dhaka,Tejgaon,23.752,90.388,Premium,
Sanarpar General Hospital,Narayanganj,Narayanganj Sadar,23.692,90.485,Private,
Sanjeevani Hospital,Dhaka,Savar,23.858,90.262,Private,
Santosh Diagnostic Center,Dhaka,Mirpur,23.802,90.358,Private,
Sapic Specialized Hospital,Dhaka,Tejgaon,23.755,90.395,Private,
Sapporo Dental College and Hospital,Dhaka,Uttara Paschim,23.878,90.382,Premium,
Sarah Hospital,Dhaka,Dakshinkhan,23.865,90.418,Private,
Sarkar Diagnostic Center,Tangail,Tangail Sadar,24.252,89.915,Private,
Savar Central Hospital,Dhaka,Savar,23.852,90.2,,
V-Care Hospital & Diagnostic Center,Dhaka,Savar,23.858,90.266,Private,
Valley Hospital Ltd.,Dhaka,Dhanmondi,23.746,90.372,Premium,
Varanasi Medical Center,Dhaka,Banani,23.792,90.405,Private,
Vascular Surgery Center,Dhaka,Dhanmondi,23.742,90.375,Premium,
Venus Hospital,Dhaka,Mohakhali,23.778,90.402,Premium,
Veritas Diagnostic Center,Dhaka,Uttara Paschim,23.882,90.385,Private,
Victoria Clinic,Dhaka,Bangshal,23.715,90.402,Private,
Victoria Health Care,Dhaka,Wari,23.712,90.418,Private,
Victory Diagnostic Center,Dhaka,Mirpur,23.805,90.355,Private,
Vision Eye Hospital,Dhaka,Dhanmondi,23.748,90.382,Premium,
Vision Plus Eye Hospital,Dhaka,Uttara Purba,23.868,90.402,Private,
Vital Diagnostic Center,Dhaka,Kalabagan,23.745,90.385,Private,
Wari Diagnostic Center,Dhaka,Wari,23.715,90.412,Private,
Wayes Specialized Hospital,Dhaka,Jatrabari,23.705,90.455,Private,
Well-Care Diagnostic Center,Dhaka,Bhatara,23.812,90.422,Private,
Wellness Hospital Ltd.,Dhaka,Mohammadpur,23.755,90.362,Private,
West End Clinic,Dhaka,Dhanmondi,23.742,90.372,Private,
Western Medical Center,Dhaka,Banani,23.792,90.402,Private,
White Horse Hospital,Dhaka,Uttara Paschim,23.875,90.388,Private,
Woman and Child Care Hospital,Dhaka,Savar,23.93,90.3,Premium,
World Vision Diagnostic Center,Dhaka,Mirpur,23.815,90.355,Private,
X-Lab Diagnostic Center,Dhaka,Tejgaon,23.755,90.392,Private,
Yamagata-Dhaka Friendship Hospital,Dhaka,Banani,23.795,90.402,Premium,
Yousuf General Hospital,Dhaka,Keraniganj,23.682,90.338,Private,
Z-H Sikder Women's Medical College & Hospital,Dhaka,Gulshan,23.792,90.412,Premium,
Z-Rahman Premier Hospital,Dhaka,Badda,23.785,90.428,Private,
Zahirul Haque Memorial Hospital,Dhaka,Mohammadpur,23.765,90.362,Private,
Zamzam Diagnostic Center,Dhaka,Mugda Para,23.73,90.43,Private,
Zayan Hospital,Dhaka,Turag,23.892,90.365,Private,
Zenith Medical Services,Dhaka,Mohammadpur,23.755,90.365,Private,
Zia Heart Foundation,Dhaka,Shahbagh,23.738,90.395,Premium,
Zinjira Hospital & Diagnostic Center,Dhaka,Keraniganj,23.702,90.342,Private,
Zirabo City Hospital,Dhaka,Savar,23.905,90.315,Private,
Zone Diagnostic Center,Dhaka,Pallabi,23.822,90.365,Private,
Zubair Hospital,Dhaka,Dakshinkhan,23.872,90.412,Private,
250 Bed General Hospital Tangail,Tangail,Tangail Sadar,24.25,89.92,Government,
Adhunik Diagnostic Center,Tangail,Tangail Sadar,24.252,89.918,Private,
Al-Modina Hospital,Tangail,Tangail Sadar,24.255,89.925,Private,
Anowara General Hospital,Tangail,Tangail Sadar,24.248,89.912,Private,
Bismillah Nursing Home,Tangail,Kalihati,24.385,90.01,Private,
City Hospital Tangail,Tangail,Tangail Sadar,24.251,89.921,Private,
Dhanbari Upazila Health Complex,Tangail,Dhanbari,24.675,89.985,Government,
Doctors Hospital Tangail,Tangail,Tangail Sadar,24.253,89.923,Private,
Ghatail Upazila Health Complex,Tangail,Ghatail,24.45,90.01,Government,
Gopalpur Upazila Health Complex,Tangail,Gopalpur,24.55,89.92,Government,
Green View Clinic,Tangail,Tangail Sadar,24.245,89.922,Private,
Jahanara Maternity Hospital,Tangail,Tangail Sadar,24.256,89.926,Private,
Kalihati Upazila Health Complex,Tangail,Kalihati,24.38,90.005,Government,
Kumudini Hospital,Tangail,Mirzapur,24.105,90.1,Premium,
Madhuypur Upazila Health Complex,Tangail,Madhupur,24.615,90.025,Government,
Mirzapur Upazila Health Complex,Tangail,Mirzapur,24.102,90.095,Government,
Nagarpur Upazila Health Complex,Tangail,Nagarpur,24.055,89.875,Government,
New Life Hospital Tangail,Tangail,Tangail Sadar,24.258,89.928,Private,
Prime Diagnostic Center Tangail,Tangail,Tangail Sadar,24.254,89.924,Private,
Sakhipur Upazila Health Complex,Tangail,Sakhipur,24.315,90.175,Government,
Sarker Hospital,Tangail,Tangail Sadar,24.257,89.927,Private,
Tangail Eye Hospital,Tangail,Tangail Sadar,24.242,89.928,Private,
Tangail General Hospital,Tangail,Tangail Sadar,24.25,89.92,Government,
Tangail Heart Foundation,Tangail,Tangail Sadar,24.248,89.918,Private,
Adhunik Hospital & Diagnostic Center,Dhaka,Savar,23.8588,90.2662,Private,
Al-Baraka Hospital,Dhaka,Dhamrai,23.9185,90.2215,Private,
Al-Madina General Hospital,Dhaka,Keraniganj,23.6845,90.3422,Private,
Arafat Hospital,Dhaka,Savar,23.8522,90.2612,Private,
Ashirbad Hospital,Dhaka,Nawabganj,23.671,90.162,Private,
Badda General Hospital,Dhaka,Badda,23.7855,90.4285,Private,
Banasree Central Hospital,Dhaka,Rampura,23.7622,90.4325,Private,
Care Hospital & Diagnostic,Dhaka,Dohar,23.6055,90.1325,Private,
Central Hospital Savar,Dhaka,Savar,23.8552,90.2635,Private,
City Hospital & Diagnostic,Dhaka,Dhamrai,23.9192,90.2222,Private,
Dhamrai General Hospital,Dhaka,Dhamrai,23.9175,90.221,Private,
Digital Hospital Dohar,Dhaka,Dohar,23.608,90.134,Private,
Doctors Aid Hospital,Dhaka,Keraniganj,23.6822,90.3552,Private,
Doctors Hospital & Diagnostic,Dhaka,Savar,23.859,90.2675,Private,
Family Care Hospital,Dhaka,Nawabganj,23.6725,90.165,Private,
Faridpur General Hospital (Pvt),Dhaka,Savar,23.845,90.2585,Private,
Green Life Hospital Savar,Dhaka,Savar,23.853,90.2625,Private,
Health Care Hospital,Dhaka,Dhamrai,23.9205,90.2245,Private,
Hitech Hospital,Dhaka,Savar,23.851,90.2605,Private,
Hope Hospital,Dhaka,Keraniganj,23.6855,90.3455,Private,
Jahanara General Hospital,Dhaka,Nawabganj,23.6705,90.161,Private,
Janata Hospital,Dhaka,Dohar,23.6025,90.1315,Private,
Kalyani Hospital,Dhaka,Savar,23.8565,90.2645,Private,
Keraniganj Central Hospital,Dhaka,Keraniganj,23.6835,90.3435,Private,
Lab Zone Hospital,Dhaka,Savar,23.8585,90.2665,Private,
Life Care Hospital Savar,Dhaka,Savar,23.8545,90.263,Private,
Maa General Hospital,Dhaka,Dhamrai,23.9215,90.2255,Private,
Madina Hospital,Dhaka,Keraniganj,23.6865,90.3465,Private,
Metro Hospital Savar,Dhaka,Savar,23.8575,90.2655,Private,
Modern Hospital Dohar,Dhaka,Dohar,23.6045,90.1335,Private,
Nawabganj Central Hospital,Dhaka,Nawabganj,23.6735,90.166,Private,
New Life Hospital Savar,Dhaka,Savar,23.8595,90.2685,Private,
Nova Hospital,Dhaka,Keraniganj,23.6875,90.3475,Private,
Orbit Hospital,Dhaka,Savar,23.8515,90.2615,Private,
Padma Hospital Dohar,Dhaka,Dohar,23.6065,90.1355,Private,
Prime Hospital Savar,Dhaka,Savar,23.8525,90.2625,Private,
Quality Hospital,Dhaka,Keraniganj,23.6885,90.3485,Private,
Reliance Hospital Savar,Dhaka,Savar,23.8535,90.2635,Private,
Savar City Hospital,Dhaka,Savar,23.8545,90.2645,Private,
Savar General Hospital (New),Dhaka,Savar,23.8555,90.2655,Private,
Standard Hospital,Dhaka,Dhamrai,23.9225,90.2265,Private,
Sunrise Hospital Savar,Dhaka,Savar,23.8565,90.2665,Private,
Trust Hospital Savar,Dhaka,Savar,23.8575,90.2675,Private,
Universal Hospital Savar,Dhaka,Savar,23.8585,90.2685,Private,
Victory Hospital,Dhaka,Keraniganj,23.6895,90.3495,Private,
Wellcare Hospital Savar,Dhaka,Savar,23.8595,90.2695,Private,
Zirabo Hospital & Diagnostic,Dhaka,Savar,23.9055,90.3155,Private,
Arafat Hospital Gazipur,Gazipur,Gazipur Sadar,23.9985,90.4225,Private,
Bhawal General Hospital,Gazipur,Gazipur Sadar,23.9915,90.4185,Private,
Chowrastha General Hospital,Gazipur,Gazipur Sadar,23.9935,90.4155,Private,
City Hospital Tongi,Gazipur,Tongi,23.8985,90.4025,Private,
Doctors Hospital Gazipur,Gazipur,Gazipur Sadar,23.9945,90.4255,Private,
Gazipur Central Hospital,Gazipur,Gazipur Sadar,23.9955,90.4235,Private,
Gazipur Digital Hospital,Gazipur,Gazipur Sadar,23.9965,90.4285,Private,
Gazipur Eye Hospital,Gazipur,Gazipur Sadar,23.9975,90.4125,Private,
Gazipur Maternity Hospital,Gazipur,Gazipur Sadar,23.9985,90.4215,Private,
Green View Hospital Gazipur,Gazipur,Gazipur Sadar,23.9995,90.4325,Private,
Ideal Hospital Gazipur,Gazipur,Gazipur Sadar,24.0015,90.4155,Private,
Kaliganj Central Hospital,Gazipur,Kaliganj,23.9265,90.5875,Private,
Kapasia Central Hospital,Gazipur,Kapasia,24.1165,90.5775,Private,
Konabari Central Hospital,Gazipur,Gazipur Sadar,23.9925,90.3465,Private,
Maa General Hospital Tongi,Gazipur,Tongi,23.9015,90.4035,Private,
Maona Central Hospital,Gazipur,Sreepur,24.0265,90.4165,Private,
Modern Hospital Tongi,Gazipur,Tongi,23.9025,90.4055,Private,
Nova Hospital Gazipur,Gazipur,Gazipur Sadar,24.0035,90.4235,Private,
Orbit Hospital Gazipur,Gazipur,Gazipur Sadar,24.0045,90.4145,Private,
